Date,Region,Product,Sales,Revenue,Profit,Quantity
2022-01-16,APAC,Cyber Shield,95,142500,57000,95
2022-01-16,LATAM,Data Mesh,86,129000,51600,86
2022-01-17,North America,Cloud Engine,67,100500,40200,67
2022-01-17,EMEA,AI Analytics,63,94500,37800,63
2022-01-17,APAC,Cyber Shield,19,28500,11400,19
2022-01-18,LATAM,Data Mesh,98,147000,58800,98
2022-01-18,North America,Cloud Engine,23,34500,13800,23
2022-01-18,EMEA,AI Analytics,86,129000,51600,86
2022-01-19,APAC,Cyber Shield,44,66000,26400,44
2022-01-19,LATAM,Data Mesh,17,25500,10200,17
2022-01-19,North America,Cloud Engine,78,117000,46800,78
2022-01-20,EMEA,AI Analytics,91,136500,54600,91
2022-01-20,APAC,Cyber Shield,63,94500,37800,63
2022-01-20,LATAM,Data Mesh,7,10500,4200,7
2022-01-21,North America,Cloud Engine,38,57000,22800,38
2022-01-21,EMEA,AI Analytics,79,118500,47400,79
2022-01-21,APAC,Cyber Shield,33,49500,19800,33
2022-01-22,LATAM,Data Mesh,33,49500,19800,33
2022-01-22,North America,Cloud Engine,47,70500,28200,47
2022-01-22,EMEA,AI Analytics,14,21000,8400,14
2022-01-23,APAC,Cyber Shield,33,49500,19800,33
2022-01-23,LATAM,Data Mesh,96,144000,57600,96
2022-01-23,North America,Cloud Engine,38,57000,22800,38
2022-01-24,EMEA,AI Analytics,24,36000,14400,24
2022-01-24,APAC,Cyber Shield,22,33000,13200,22
2022-01-24,LATAM,Data Mesh,66,99000,39600,66
2022-01-25,North America,Cloud Engine,66,99000,39600,66
2022-01-25,EMEA,AI Analytics,69,103500,41400,69
2022-01-25,APAC,Cyber Shield,53,79500,31800,53
2022-01-26,LATAM,Data Mesh,92,138000,55200,92
2022-01-26,North America,Cloud Engine,9,13500,5400,9
2022-01-26,EMEA,AI Analytics,39,58500,23400,39
2022-01-27,APAC,Cyber Shield,62,93000,37200,62
2022-01-27,LATAM,Data Mesh,41,61500,24600,41
2022-01-27,North America,Cloud Engine,32,48000,19200,32
2022-01-28,EMEA,AI Analytics,12,18000,7200,12
2022-01-28,APAC,Cyber Shield,10,15000,6000,10
2022-01-28,LATAM,Data Mesh,97,145500,58200,97
2022-01-29,North America,Cloud Engine,77,115500,46200,77
2022-01-29,EMEA,AI Analytics,57,85500,34200,57
2022-01-29,APAC,Cyber Shield,82,123000,49200,82
2022-01-30,LATAM,Data Mesh,36,54000,21600,36
2022-01-30,North America,Cloud Engine,60,90000,36000,60
2022-01-30,EMEA,AI Analytics,79,118500,47400,79
2022-01-31,APAC,Cyber Shield,58,87000,34800,58
2022-01-31,LATAM,Data Mesh,1,1500,600,1
2022-01-31,North America,Cloud Engine,85,127500,51000,85
2022-02-01,EMEA,AI Analytics,91,136500,54600,91
2022-02-01,APAC,Cyber Shield,13,19500,7800,13
2022-02-01,LATAM,Data Mesh,24,36000,14400,24
2022-02-02,North America,Cloud Engine,8,12000,4800,8
2022-02-02,EMEA,AI Analytics,92,138000,55200,92
2022-02-02,APAC,Cyber Shield,27,40500,16200,27
2022-02-03,LATAM,Data Mesh,52,78000,31200,52
2022-02-03,North America,Cloud Engine,38,57000,22800,38
2022-02-03,EMEA,AI Analytics,40,60000,24000,40
2022-02-04,APAC,Cyber Shield,78,117000,46800,78
2022-02-04,LATAM,Data Mesh,83,124500,49800,83
2022-02-04,North America,Cloud Engine,16,24000,9600,16
2022-02-05,EMEA,AI Analytics,59,88500,35400,59
2022-02-05,APAC,Cyber Shield,54,81000,32400,54
2022-02-05,LATAM,Data Mesh,19,28500,11400,19
2022-02-06,North America,Cloud Engine,33,49500,19800,33
2022-02-06,EMEA,AI Analytics,74,111000,44400,74
2022-02-06,APAC,Cyber Shield,30,45000,18000,30
2022-02-07,LATAM,Data Mesh,1,1500,600,1
2022-02-07,North America,Cloud Engine,99,148500,59400,99
2022-02-07,EMEA,AI Analytics,33,49500,19800,33
2022-02-08,APAC,Cyber Shield,71,106500,42600,71
2022-02-08,LATAM,Data Mesh,71,106500,42600,71
2022-02-08,North America,Cloud Engine,52,78000,31200,52
2022-02-09,EMEA,AI Analytics,39,58500,23400,39
2022-02-09,APAC,Cyber Shield,17,25500,10200,17
2022-02-09,LATAM,Data Mesh,58,87000,34800,58
2022-02-10,North America,Cloud Engine,12,18000,7200,12
2022-02-10,EMEA,AI Analytics,97,145500,58200,97
2022-02-10,APAC,Cyber Shield,91,136500,54600,91
2022-02-11,LATAM,Data Mesh,53,79500,31800,53
2022-02-11,North America,Cloud Engine,89,133500,53400,89
2022-02-11,EMEA,AI Analytics,27,40500,16200,27
2022-02-12,APAC,Cyber Shield,7,10500,4200,7
2022-02-12,LATAM,Data Mesh,47,70500,28200,47
2022-02-12,North America,Cloud Engine,50,75000,30000,50
2022-02-13,EMEA,AI Analytics,25,37500,15000,25
2022-02-13,APAC,Cyber Shield,64,96000,38400,64
2022-02-13,LATAM,Data Mesh,32,48000,19200,32
2022-02-14,North America,Cloud Engine,40,60000,24000,40
2022-02-14,EMEA,AI Analytics,56,84000,33600,56
2022-02-14,APAC,Cyber Shield,12,18000,7200,12
2022-02-15,LATAM,Data Mesh,2,3000,1200,2
2022-02-15,North America,Cloud Engine,70,105000,42000,70
2022-02-15,EMEA,AI Analytics,19,28500,11400,19
2022-02-16,APAC,Cyber Shield,50,75000,30000,50
2022-02-16,LATAM,Data Mesh,62,93000,37200,62
2022-02-16,North America,Cloud Engine,41,61500,24600,41
2022-02-17,EMEA,AI Analytics,73,109500,43800,73
2022-02-17,APAC,Cyber Shield,17,25500,10200,17
2022-02-17,LATAM,Data Mesh,68,102000,40800,68
2022-02-18,North America,Cloud Engine,45,67500,27000,45
2022-02-18,EMEA,AI Analytics,38,57000,22800,38
2022-02-18,APAC,Cyber Shield,79,118500,47400,79
2022-02-19,LATAM,Data Mesh,18,27000,10800,18
2022-02-19,North America,Cloud Engine,94,141000,56400,94
2022-02-19,EMEA,AI Analytics,31,46500,18600,31
2022-02-20,APAC,Cyber Shield,1,1500,600,1
2022-02-20,LATAM,Data Mesh,55,82500,33000,55
2022-02-20,North America,Cloud Engine,2,3000,1200,2
2022-02-21,EMEA,AI Analytics,7,10500,4200,7
2022-02-21,APAC,Cyber Shield,79,118500,47400,79
2022-02-21,LATAM,Data Mesh,43,64500,25800,43
2022-02-22,North America,Cloud Engine,64,96000,38400,64
2022-02-22,EMEA,AI Analytics,21,31500,12600,21
2022-02-22,APAC,Cyber Shield,37,55500,22200,37
2022-02-23,LATAM,Data Mesh,91,136500,54600,91
2022-02-23,North America,Cloud Engine,27,40500,16200,27
2022-02-23,EMEA,AI Analytics,36,54000,21600,36
2022-02-24,APAC,Cyber Shield,30,45000,18000,30
2022-02-24,LATAM,Data Mesh,72,108000,43200,72
2022-02-24,North America,Cloud Engine,52,78000,31200,52
2022-02-25,EMEA,AI Analytics,45,67500,27000,45
2022-02-25,APAC,Cyber Shield,46,69000,27600,46
2022-02-25,LATAM,Data Mesh,65,97500,39000,65
2022-02-26,North America,Cloud Engine,8,12000,4800,8
2022-02-26,EMEA,AI Analytics,56,84000,33600,56
2022-02-26,APAC,Cyber Shield,85,127500,51000,85
2022-02-27,LATAM,Data Mesh,30,45000,18000,30
2022-02-27,North America,Cloud Engine,67,100500,40200,67
2022-02-27,EMEA,AI Analytics,3,4500,1800,3
2022-02-28,APAC,Cyber Shield,83,124500,49800,83
2022-02-28,LATAM,Data Mesh,94,141000,56400,94
2022-02-28,North America,Cloud Engine,49,73500,29400,49
2022-03-01,EMEA,AI Analytics,76,114000,45600,76
2022-03-01,APAC,Cyber Shield,44,66000,26400,44
2022-03-01,LATAM,Data Mesh,37,55500,22200,37
2022-03-02,North America,Cloud Engine,87,130500,52200,87
2022-03-02,EMEA,AI Analytics,52,78000,31200,52
2022-03-02,APAC,Cyber Shield,47,70500,28200,47
2022-03-03,LATAM,Data Mesh,5,7500,3000,5
2022-03-03,North America,Cloud Engine,41,61500,24600,41
2022-03-03,EMEA,AI Analytics,69,103500,41400,69
2022-03-04,APAC,Cyber Shield,11,16500,6600,11
2022-03-04,LATAM,Data Mesh,13,19500,7800,13
2022-03-04,North America,Cloud Engine,21,31500,12600,21
2022-03-05,EMEA,AI Analytics,46,69000,27600,46
2022-03-05,APAC,Cyber Shield,71,106500,42600,71
2022-03-05,LATAM,Data Mesh,54,81000,32400,54
2022-03-06,North America,Cloud Engine,23,34500,13800,23
2022-03-06,EMEA,AI Analytics,8,12000,4800,8
2022-03-06,APAC,Cyber Shield,72,108000,43200,72
2022-03-07,LATAM,Data Mesh,2,3000,1200,2
2022-03-07,North America,Cloud Engine,75,112500,45000,75
2022-03-07,EMEA,AI Analytics,45,67500,27000,45
2022-03-08,APAC,Cyber Shield,48,72000,28800,48
2022-03-08,LATAM,Data Mesh,57,85500,34200,57
2022-03-08,North America,Cloud Engine,89,133500,53400,89
2022-03-09,EMEA,AI Analytics,4,6000,2400,4
2022-03-09,APAC,Cyber Shield,89,133500,53400,89
2022-03-09,LATAM,Data Mesh,37,55500,22200,37
2022-03-10,North America,Cloud Engine,91,136500,54600,91
2022-03-10,EMEA,AI Analytics,36,54000,21600,36
2022-03-10,APAC,Cyber Shield,35,52500,21000,35
2022-03-11,LATAM,Data Mesh,58,87000,34800,58
2022-03-11,North America,Cloud Engine,33,49500,19800,33
2022-03-11,EMEA,AI Analytics,65,97500,39000,65
2022-03-12,APAC,Cyber Shield,74,111000,44400,74
2022-03-12,LATAM,Data Mesh,93,139500,55800,93
2022-03-12,North America,Cloud Engine,81,121500,48600,81
2022-03-13,EMEA,AI Analytics,39,58500,23400,39
2022-03-13,APAC,Cyber Shield,32,48000,19200,32
2022-03-13,LATAM,Data Mesh,80,120000,48000,80
2022-03-14,North America,Cloud Engine,4,6000,2400,4
2022-03-14,EMEA,AI Analytics,8,12000,4800,8
2022-03-14,APAC,Cyber Shield,14,21000,8400,14
2022-03-15,LATAM,Data Mesh,23,34500,13800,23
2022-03-15,North America,Cloud Engine,99,148500,59400,99
2022-03-15,EMEA,AI Analytics,26,39000,15600,26
2022-03-16,APAC,Cyber Shield,18,27000,10800,18
2022-03-16,LATAM,Data Mesh,57,85500,34200,57
2022-03-16,North America,Cloud Engine,75,112500,45000,75
2022-03-17,EMEA,AI Analytics,18,27000,10800,18
2022-03-17,APAC,Cyber Shield,51,76500,30600,51
2022-03-17,LATAM,Data Mesh,93,139500,55800,93
2022-03-18,North America,Cloud Engine,86,129000,51600,86
2022-03-18,EMEA,AI Analytics,67,100500,40200,67
2022-03-18,APAC,Cyber Shield,76,114000,45600,76
2022-03-19,LATAM,Data Mesh,93,139500,55800,93
2022-03-19,North America,Cloud Engine,41,61500,24600,41
2022-03-19,EMEA,AI Analytics,73,109500,43800,73
2022-03-20,APAC,Cyber Shield,49,73500,29400,49
2022-03-20,LATAM,Data Mesh,50,75000,30000,50
2022-03-20,North America,Cloud Engine,52,78000,31200,52
2022-03-21,EMEA,AI Analytics,6,9000,3600,6
2022-03-21,APAC,Cyber Shield,63,94500,37800,63
2022-03-21,LATAM,Data Mesh,83,124500,49800,83
2022-03-22,North America,Cloud Engine,24,36000,14400,24
2022-03-22,EMEA,AI Analytics,39,58500,23400,39
2022-03-22,APAC,Cyber Shield,57,85500,34200,57
2022-03-23,LATAM,Data Mesh,87,130500,52200,87
2022-03-23,North America,Cloud Engine,79,118500,47400,79
2022-03-23,EMEA,AI Analytics,76,114000,45600,76
2022-03-24,APAC,Cyber Shield,48,72000,28800,48
2022-03-24,LATAM,Data Mesh,15,22500,9000,15
2022-03-24,North America,Cloud Engine,50,75000,30000,50
2022-03-25,EMEA,AI Analytics,83,124500,49800,83
2022-03-25,APAC,Cyber Shield,87,130500,52200,87
2022-03-25,LATAM,Data Mesh,79,118500,47400,79
2022-03-26,North America,Cloud Engine,32,48000,19200,32
2022-03-26,EMEA,AI Analytics,58,87000,34800,58
2022-03-26,APAC,Cyber Shield,3,4500,1800,3
2022-03-27,LATAM,Data Mesh,78,117000,46800,78
2022-03-27,North America,Cloud Engine,39,58500,23400,39
2022-03-27,EMEA,AI Analytics,96,144000,57600,96
2022-03-28,APAC,Cyber Shield,20,30000,12000,20
2022-03-28,LATAM,Data Mesh,61,91500,36600,61
2022-03-28,North America,Cloud Engine,9,13500,5400,9
2022-03-29,EMEA,AI Analytics,72,108000,43200,72
2022-03-29,APAC,Cyber Shield,83,124500,49800,83
2022-03-29,LATAM,Data Mesh,26,39000,15600,26
2022-03-30,North America,Cloud Engine,5,7500,3000,5
2022-03-30,EMEA,AI Analytics,7,10500,4200,7
2022-03-30,APAC,Cyber Shield,53,79500,31800,53
2022-03-31,LATAM,Data Mesh,85,127500,51000,85
2022-03-31,North America,Cloud Engine,71,106500,42600,71
2022-03-31,EMEA,AI Analytics,79,118500,47400,79
2022-04-01,APAC,Cyber Shield,21,31500,12600,21
2022-04-01,LATAM,Data Mesh,30,45000,18000,30
2022-04-01,North America,Cloud Engine,61,91500,36600,61
2022-04-02,EMEA,AI Analytics,79,118500,47400,79
2022-04-02,APAC,Cyber Shield,21,31500,12600,21
2022-04-02,LATAM,Data Mesh,36,54000,21600,36
2022-04-03,North America,Cloud Engine,82,123000,49200,82
2022-04-03,EMEA,AI Analytics,8,12000,4800,8
2022-04-03,APAC,Cyber Shield,40,60000,24000,40
2022-04-04,LATAM,Data Mesh,27,40500,16200,27
2022-04-04,North America,Cloud Engine,92,138000,55200,92
2022-04-04,EMEA,AI Analytics,56,84000,33600,56
2022-04-05,APAC,Cyber Shield,35,52500,21000,35
2022-04-05,LATAM,Data Mesh,1,1500,600,1
2022-04-05,North America,Cloud Engine,53,79500,31800,53
2022-04-06,EMEA,AI Analytics,83,124500,49800,83
2022-04-06,APAC,Cyber Shield,31,46500,18600,31
2022-04-06,LATAM,Data Mesh,18,27000,10800,18
2022-04-07,North America,Cloud Engine,35,52500,21000,35
2022-04-07,EMEA,AI Analytics,53,79500,31800,53
2022-04-07,APAC,Cyber Shield,78,117000,46800,78
2022-04-08,LATAM,Data Mesh,59,88500,35400,59
2022-04-08,North America,Cloud Engine,69,103500,41400,69
2022-04-08,EMEA,AI Analytics,54,81000,32400,54
2022-04-09,APAC,Cyber Shield,89,133500,53400,89
2022-04-09,LATAM,Data Mesh,35,52500,21000,35
2022-04-09,North America,Cloud Engine,82,123000,49200,82
2022-04-10,EMEA,AI Analytics,22,33000,13200,22
2022-04-10,APAC,Cyber Shield,28,42000,16800,28
2022-04-10,LATAM,Data Mesh,27,40500,16200,27
2022-04-11,North America,Cloud Engine,58,87000,34800,58
2022-04-11,EMEA,AI Analytics,26,39000,15600,26
2022-04-11,APAC,Cyber Shield,56,84000,33600,56
2022-04-12,LATAM,Data Mesh,62,93000,37200,62
2022-04-12,North America,Cloud Engine,53,79500,31800,53
2022-04-12,EMEA,AI Analytics,24,36000,14400,24
2022-04-13,APAC,Cyber Shield,43,64500,25800,43
2022-04-13,LATAM,Data Mesh,10,15000,6000,10
2022-04-13,North America,Cloud Engine,92,138000,55200,92
2022-04-14,EMEA,AI Analytics,6,9000,3600,6
2022-04-14,APAC,Cyber Shield,13,19500,7800,13
2022-04-14,LATAM,Data Mesh,94,141000,56400,94
2022-04-15,North America,Cloud Engine,85,127500,51000,85
2022-04-15,EMEA,AI Analytics,58,87000,34800,58
2022-04-15,APAC,Cyber Shield,18,27000,10800,18
2022-04-16,LATAM,Data Mesh,85,127500,51000,85
2022-04-16,North America,Cloud Engine,60,90000,36000,60
2022-04-16,EMEA,AI Analytics,83,124500,49800,83
2022-04-17,APAC,Cyber Shield,36,54000,21600,36
2022-04-17,LATAM,Data Mesh,21,31500,12600,21
2022-04-17,North America,Cloud Engine,55,82500,33000,55
2022-04-18,EMEA,AI Analytics,61,91500,36600,61
2022-04-18,APAC,Cyber Shield,18,27000,10800,18
2022-04-18,LATAM,Data Mesh,27,40500,16200,27
2022-04-19,North America,Cloud Engine,70,105000,42000,70
2022-04-19,EMEA,AI Analytics,2,3000,1200,2
2022-04-19,APAC,Cyber Shield,9,13500,5400,9
2022-04-20,LATAM,Data Mesh,88,132000,52800,88
2022-04-20,North America,Cloud Engine,29,43500,17400,29
2022-04-20,EMEA,AI Analytics,21,31500,12600,21
2022-04-21,APAC,Cyber Shield,68,102000,40800,68
2022-04-21,LATAM,Data Mesh,60,90000,36000,60
2022-04-21,North America,Cloud Engine,64,96000,38400,64
2022-04-22,EMEA,AI Analytics,97,145500,58200,97
2022-04-22,APAC,Cyber Shield,71,106500,42600,71
2022-04-22,LATAM,Data Mesh,29,43500,17400,29
2022-04-23,North America,Cloud Engine,40,60000,24000,40
2022-04-23,EMEA,AI Analytics,15,22500,9000,15
2022-04-23,APAC,Cyber Shield,63,94500,37800,63
2022-04-24,LATAM,Data Mesh,38,57000,22800,38
2022-04-24,North America,Cloud Engine,18,27000,10800,18
2022-04-24,EMEA,AI Analytics,52,78000,31200,52
2022-04-25,APAC,Cyber Shield,86,129000,51600,86
2022-04-25,LATAM,Data Mesh,72,108000,43200,72
2022-04-25,North America,Cloud Engine,52,78000,31200,52
2022-04-26,EMEA,AI Analytics,43,64500,25800,43
2022-04-26,APAC,Cyber Shield,49,73500,29400,49
2022-04-26,LATAM,Data Mesh,36,54000,21600,36
2022-04-27,North America,Cloud Engine,61,91500,36600,61
2022-04-27,EMEA,AI Analytics,44,66000,26400,44
2022-04-27,APAC,Cyber Shield,86,129000,51600,86
2022-04-28,LATAM,Data Mesh,79,118500,47400,79
2022-04-28,North America,Cloud Engine,51,76500,30600,51
2022-04-28,EMEA,AI Analytics,92,138000,55200,92
2022-04-29,APAC,Cyber Shield,47,70500,28200,47
2022-04-29,LATAM,Data Mesh,99,148500,59400,99
2022-04-29,North America,Cloud Engine,57,85500,34200,57
2022-04-30,EMEA,AI Analytics,94,141000,56400,94
2022-04-30,APAC,Cyber Shield,98,147000,58800,98
2022-04-30,LATAM,Data Mesh,15,22500,9000,15
2022-05-01,North America,Cloud Engine,99,148500,59400,99
2022-05-01,EMEA,AI Analytics,16,24000,9600,16
2022-05-01,APAC,Cyber Shield,14,21000,8400,14
2022-05-02,LATAM,Data Mesh,62,93000,37200,62
2022-05-02,North America,Cloud Engine,73,109500,43800,73
2022-05-02,EMEA,AI Analytics,66,99000,39600,66
2022-05-03,APAC,Cyber Shield,31,46500,18600,31
2022-05-03,LATAM,Data Mesh,41,61500,24600,41
2022-05-03,North America,Cloud Engine,96,144000,57600,96
2022-05-04,EMEA,AI Analytics,33,49500,19800,33
2022-05-04,APAC,Cyber Shield,52,78000,31200,52
2022-05-04,LATAM,Data Mesh,6,9000,3600,6
2022-05-05,North America,Cloud Engine,86,129000,51600,86
2022-05-05,EMEA,AI Analytics,42,63000,25200,42
2022-05-05,APAC,Cyber Shield,99,148500,59400,99
2022-05-06,LATAM,Data Mesh,72,108000,43200,72
2022-05-06,North America,Cloud Engine,82,123000,49200,82
2022-05-06,EMEA,AI Analytics,95,142500,57000,95
2022-05-07,APAC,Cyber Shield,57,85500,34200,57
2022-05-07,LATAM,Data Mesh,46,69000,27600,46
2022-05-07,North America,Cloud Engine,36,54000,21600,36
2022-05-08,EMEA,AI Analytics,62,93000,37200,62
2022-05-08,APAC,Cyber Shield,44,66000,26400,44
2022-05-08,LATAM,Data Mesh,54,81000,32400,54
2022-05-09,North America,Cloud Engine,44,66000,26400,44
2022-05-09,EMEA,AI Analytics,76,114000,45600,76
2022-05-09,APAC,Cyber Shield,54,81000,32400,54
2022-05-10,LATAM,Data Mesh,60,90000,36000,60
2022-05-10,North America,Cloud Engine,51,76500,30600,51
2022-05-10,EMEA,AI Analytics,15,22500,9000,15
2022-05-11,APAC,Cyber Shield,84,126000,50400,84
2022-05-11,LATAM,Data Mesh,94,141000,56400,94
2022-05-11,North America,Cloud Engine,69,103500,41400,69
2022-05-12,EMEA,AI Analytics,80,120000,48000,80
2022-05-12,APAC,Cyber Shield,29,43500,17400,29
2022-05-12,LATAM,Data Mesh,31,46500,18600,31
2022-05-13,North America,Cloud Engine,91,136500,54600,91
2022-05-13,EMEA,AI Analytics,99,148500,59400,99
2022-05-13,APAC,Cyber Shield,8,12000,4800,8
2022-05-14,LATAM,Data Mesh,32,48000,19200,32
2022-05-14,North America,Cloud Engine,33,49500,19800,33
2022-05-14,EMEA,AI Analytics,63,94500,37800,63
2022-05-15,APAC,Cyber Shield,3,4500,1800,3
2022-05-15,LATAM,Data Mesh,59,88500,35400,59
2022-05-15,North America,Cloud Engine,36,54000,21600,36
2022-05-16,EMEA,AI Analytics,29,43500,17400,29
2022-05-16,APAC,Cyber Shield,70,105000,42000,70
2022-05-16,LATAM,Data Mesh,57,85500,34200,57
2022-05-17,North America,Cloud Engine,81,121500,48600,81
2022-05-17,EMEA,AI Analytics,64,96000,38400,64
2022-05-17,APAC,Cyber Shield,55,82500,33000,55
2022-05-18,LATAM,Data Mesh,38,57000,22800,38
2022-05-18,North America,Cloud Engine,10,15000,6000,10
2022-05-18,EMEA,AI Analytics,96,144000,57600,96
2022-05-19,APAC,Cyber Shield,30,45000,18000,30
2022-05-19,LATAM,Data Mesh,44,66000,26400,44
2022-05-19,North America,Cloud Engine,81,121500,48600,81
2022-05-20,EMEA,AI Analytics,58,87000,34800,58
2022-05-20,APAC,Cyber Shield,40,60000,24000,40
2022-05-20,LATAM,Data Mesh,29,43500,17400,29
2022-05-21,North America,Cloud Engine,82,123000,49200,82
2022-05-21,EMEA,AI Analytics,83,124500,49800,83
2022-05-21,APAC,Cyber Shield,65,97500,39000,65
2022-05-22,LATAM,Data Mesh,92,138000,55200,92
2022-05-22,North America,Cloud Engine,52,78000,31200,52
2022-05-22,EMEA,AI Analytics,52,78000,31200,52
2022-05-23,APAC,Cyber Shield,77,115500,46200,77
2022-05-23,LATAM,Data Mesh,76,114000,45600,76
2022-05-23,North America,Cloud Engine,72,108000,43200,72
2022-05-24,EMEA,AI Analytics,60,90000,36000,60
2022-05-24,APAC,Cyber Shield,79,118500,47400,79
2022-05-24,LATAM,Data Mesh,39,58500,23400,39
2022-05-25,North America,Cloud Engine,60,90000,36000,60
2022-05-25,EMEA,AI Analytics,12,18000,7200,12
2022-05-25,APAC,Cyber Shield,3,4500,1800,3
2022-05-26,LATAM,Data Mesh,91,136500,54600,91
2022-05-26,North America,Cloud Engine,28,42000,16800,28
2022-05-26,EMEA,AI Analytics,74,111000,44400,74
2022-05-27,APAC,Cyber Shield,35,52500,21000,35
2022-05-27,LATAM,Data Mesh,52,78000,31200,52
2022-05-27,North America,Cloud Engine,36,54000,21600,36
2022-05-28,EMEA,AI Analytics,34,51000,20400,34
2022-05-28,APAC,Cyber Shield,67,100500,40200,67
2022-05-28,LATAM,Data Mesh,72,108000,43200,72
2022-05-29,North America,Cloud Engine,49,73500,29400,49
2022-05-29,EMEA,AI Analytics,73,109500,43800,73
2022-05-29,APAC,Cyber Shield,62,93000,37200,62
2022-05-30,LATAM,Data Mesh,55,82500,33000,55
2022-05-30,North America,Cloud Engine,5,7500,3000,5
2022-05-30,EMEA,AI Analytics,74,111000,44400,74
2022-05-31,APAC,Cyber Shield,36,54000,21600,36
2022-05-31,LATAM,Data Mesh,79,118500,47400,79
2022-05-31,North America,Cloud Engine,62,93000,37200,62
2022-06-01,EMEA,AI Analytics,32,48000,19200,32
2022-06-01,APAC,Cyber Shield,17,25500,10200,17
2022-06-01,LATAM,Data Mesh,35,52500,21000,35
2022-06-02,North America,Cloud Engine,81,121500,48600,81
2022-06-02,EMEA,AI Analytics,29,43500,17400,29
2022-06-02,APAC,Cyber Shield,9,13500,5400,9
2022-06-03,LATAM,Data Mesh,47,70500,28200,47
2022-06-03,North America,Cloud Engine,60,90000,36000,60
2022-06-03,EMEA,AI Analytics,7,10500,4200,7
2022-06-04,APAC,Cyber Shield,68,102000,40800,68
2022-06-04,LATAM,Data Mesh,41,61500,24600,41
2022-06-04,North America,Cloud Engine,45,67500,27000,45
2022-06-05,EMEA,AI Analytics,6,9000,3600,6
2022-06-05,APAC,Cyber Shield,76,114000,45600,76
2022-06-05,LATAM,Data Mesh,83,124500,49800,83
2022-06-06,North America,Cloud Engine,31,46500,18600,31
2022-06-06,EMEA,AI Analytics,18,27000,10800,18
2022-06-06,APAC,Cyber Shield,21,31500,12600,21
2022-06-07,LATAM,Data Mesh,46,69000,27600,46
2022-06-07,North America,Cloud Engine,20,30000,12000,20
2022-06-07,EMEA,AI Analytics,85,127500,51000,85
2022-06-08,APAC,Cyber Shield,90,135000,54000,90
2022-06-08,LATAM,Data Mesh,26,39000,15600,26
2022-06-08,North America,Cloud Engine,78,117000,46800,78
2022-06-09,EMEA,AI Analytics,75,112500,45000,75
2022-06-09,APAC,Cyber Shield,76,114000,45600,76
2022-06-09,LATAM,Data Mesh,54,81000,32400,54
2022-06-10,North America,Cloud Engine,44,66000,26400,44
2022-06-10,EMEA,AI Analytics,44,66000,26400,44
2022-06-10,APAC,Cyber Shield,4,6000,2400,4
2022-06-11,LATAM,Data Mesh,49,73500,29400,49
2022-06-11,North America,Cloud Engine,9,13500,5400,9
